filepath,category,word_count
Politics/doc_0184.txt,Politics,157
Politics/doc_0185.txt,Politics,124
Politics/doc_0186.txt,Politics,139
Politics/doc_0187.txt,Politics,152
Politics/doc_0188.txt,Politics,84
Politics/doc_0189.txt,Politics,90
Politics/doc_0190.txt,Politics,150
Politics/doc_0191.txt,Politics,132
Politics/doc_0192.txt,Politics,119
Politics/doc_0193.txt,Politics,155
Politics/doc_0194.txt,Politics,92
Politics/doc_0195.txt,Politics,99
Politics/doc_0196.txt,Politics,120
Politics/doc_0197.txt,Politics,106
Politics/doc_0198.txt,Politics,146
Politics/doc_0199.txt,Politics,148
Politics/doc_0200.txt,Politics,126
Politics/doc_0201.txt,Politics,119
Politics/doc_0202.txt,Politics,158
Politics/doc_0203.txt,Politics,108
Politics/doc_0204.txt,Politics,93
Politics/doc_0205.txt,Politics,135
Politics/doc_0206.txt,Politics,147
Politics/doc_0207.txt,Politics,88
Politics/doc_0208.txt,Politics,120
Politics/doc_0209.txt,Politics,105
Politics/doc_0210.txt,Politics,86
Politics/doc_0211.txt,Politics,95
Politics/doc_0212.txt,Politics,107
Politics/doc_0213.txt,Politics,124
Politics/doc_0214.txt,Politics,98
Politics/doc_0215.txt,Politics,156
Politics/doc_0216.txt,Politics,141
Politics/doc_0217.txt,Politics,95
Politics/doc_0218.txt,Politics,156
Politics/doc_0219.txt,Politics,146
Politics/doc_0220.txt,Politics,154
Politics/doc_0221.txt,Politics,141
Politics/doc_0222.txt,Politics,154
Politics/doc_0223.txt,Politics,130
Politics/doc_0224.txt,Politics,129
Politics/doc_0225.txt,Politics,137
Politics/doc_0226.txt,Politics,93
Politics/doc_0227.txt,Politics,100
Politics/doc_0228.txt,Politics,121
Politics/doc_0229.txt,Politics,90
Politics/doc_0230.txt,Politics,131
Politics/doc_0231.txt,Politics,95
Politics/doc_0232.txt,Politics,151
Politics/doc_0233.txt,Politics,105
Politics/doc_0234.txt,Politics,105
Politics/doc_0235.txt,Politics,87
Politics/doc_0236.txt,Politics,141
Politics/doc_0237.txt,Politics,108
Politics/doc_0238.txt,Politics,108
Politics/doc_0239.txt,Politics,123
Politics/doc_0240.txt,Politics,111
Politics/doc_0241.txt,Politics,130
Politics/doc_0242.txt,Politics,146
Politics/doc_0243.txt,Politics,97
Politics/doc_0244.txt,Politics,149
Politics/doc_0245.txt,Politics,138
Politics/doc_0246.txt,Politics,102
Politics/doc_0247.txt,Politics,88
Politics/doc_0248.txt,Politics,160
Politics/doc_0249.txt,Politics,149
Politics/doc_0250.txt,Politics,90
